level_code,grammar_type,category_type,grammar_detail,content,cases
HSK2,短语,结构类型,基本结构类型,动补短语1,听懂、回去、跑得很快、等一下
HSK2,词类,介词,引出原因,因为1,因为中国电影，我开始学习中文。
HSK2,词类,介词,引出对象,比,"今天比昨天热。
我觉得红色的比黑色的好看。"
HSK2,词类,介词,引出对象,给,"我经常给爸爸妈妈打电话。
我给老师买了一杯咖啡。"
HSK2,词类,介词,引出对象,跟1,"跟我说说你的爱好吧。
我跟他见过一次。"
HSK2,词类,介词,引出方向、路径,从2,"这路公交车不从学校门口过。
前门没开，咱们从后门进去吧。"
HSK2,词类,介词,引出方向、路径,往,"你从这儿往前走。
从这儿往下看，真漂亮啊！"
HSK2,词类,介词,引出时间、处所,从1,"我们从八点到十二点上课。
你从哪儿来？"
HSK2,词类,代词,人称代词,自己,下午我有事，你自己去，可以吗？
HSK2,词类,代词,指示代词,那么、那样、这么、这样、每,"他为什么学得那么好？
那样的事情经常有。
这么多人，我们明天再来吧。
这个字这样写，对吗？
你每天怎么去学校？"
HSK2,词类,代词,疑问代词,为什么,"他昨天为什么没来上课？
你为什么想学中文？"
HSK2,词类,副词,关联副词,再2、就1,"我先休息一会儿再工作。
你洗完手再吃水果。
因为身体不舒服，我就没去上课。
他一到北京就去了长城。"
HSK2,词类,副词,否定副词,别,"下雨了，别出去了。
别忘了，明天有考试。"
HSK2,词类,副词,时间副词,还2、已经、有时（候）、快、快要、正,"他还没有起床呢。
张老师已经下班了。
我有时（候）去超市买东西。
下雨了，快回家吧。
新年快要到了。
我出来的时候，他正睡觉呢。"
HSK2,词类,副词,程度副词,多、好、最,"这只小狗多可爱啊！
这个教室好大啊！
我最喜欢打篮球。"
HSK2,词类,副词,范围副词,一起,"晚上我们一起吃饭吧。
一起去看电影，怎么样？"
HSK2,词类,副词,语气副词,都2、就2、还是1,"都十二点了，快睡觉吧。
车站就在那个饭馆旁边。
就买这件白色的吧。
外边很冷，还是多穿一点儿吧。"
HSK2,词类,副词,频率副词,常、经常,"我不常坐地铁。
你经常上网买东西吗？"
HSK2,词类,动词,动词重叠,AA、A一A、A了A、ABAB,"那本书能给我看看吗？
请大家说一说自己的爱好。
我尝了尝，觉得很好吃。
喝杯茶，休息休息吧。"
HSK2,词类,动词,离合词,帮忙、游泳、跳舞、跑步,"你能帮我一个忙吗？
晚上一起去游游泳，运动一下吧。
星期六的晚上，我喜欢和朋友们一起唱唱歌，跳跳舞。
有时间你可以去外面跑跑步。"
HSK2,词类,动词,能愿动词,可能,"她可能回家了。
小猫可能在房间里。"
HSK2,词类,助词,动态助词,着,"他穿着一条黑色的裤子。
教室的门开着。
他们唱着歌，跳着舞，非常高兴。"
HSK2,词类,助词,动态助词,过,"你学过中文吗？
我没去过北京。"
HSK2,词类,助词,结构助词,得、地,"他汉语说得很好。
大家正在高兴地唱歌。"
HSK2,词类,助词,语气助词,呢4、吧2、的2、啊1,"她怎么不在家呢？
明天你想去哪儿呢？
这是你的手机吧？
这么晚了，超市已经关门了吧？
我是去年九月来中国的。
我们是在北京认识的。
他们是坐飞机去上海的。
今天的晚饭是我做的。
你汉语说得真好啊！"
HSK2,词类,名词,方位名词,左、右,"左边那件多少钱？
你右边那个人是谁？"
HSK2,词类,形容词,形容词重叠,AA、AABB,"她高高的个子，大大的眼睛，非常漂亮。
大家高高兴兴地回家了。"
HSK2,词类,数词,,万、好多、多,两万三千、五万零八百、好多东西、好多人、二十多年、五十多人
HSK2,词类,连词,连接分句或者句子,但、但是、那、虽然、还是2、因为2、所以,"这家饭馆的菜很好吃，但/但是有点儿贵。
你不舒服，那就别去了。
手机虽然不大，但/但是能帮我们做很多事。
你想喝茶还是喝咖啡？
因为我最近每天看手机，所以眼睛有点儿不舒服。"
HSK2,词类,连词,连接词或短语,跟2,"爸爸跟妈妈都不在家。
我跟哥哥都在中国上学。"
HSK2,词类,量词,动量词,次,去一次、看一次
HSK2,词类,量词,名量词,专用名量词：条、位、间、名,一条裤子、一位老师、一间教室、一名学生
HSK2,词类,量词,名量词,借用名量词：包,一包衣服、一包书
HSK2,语素,后缀,,面,"我想坐在教室前面。
你的书包里面有什么？
学校后面有一家超市。"
