level_code,hanzi_type,hanzi_type_name,character
HSK7-9,1,认读,枉
HSK7-9,1,认读,枚
HSK7-9,1,认读,枢
HSK7-9,1,认读,枣
HSK7-9,1,认读,柄
HSK7-9,1,认读,柏
HSK7-9,1,认读,柬
HSK7-9,1,认读,柱
HSK7-9,1,认读,柳
HSK7-9,1,认读,栖
HSK7-9,1,认读,栽
HSK7-9,1,认读,桂
HSK7-9,1,认读,框
HSK7-9,1,认读,桑
HSK7-9,1,认读,桨
HSK7-9,1,认读,桩
HSK7-9,1,认读,梢
HSK7-9,1,认读,梭
HSK7-9,1,认读,梳
HSK7-9,1,认读,棘
HSK7-9,1,认读,棚
HSK7-9,1,认读,棱
HSK7-9,1,认读,棺
HSK7-9,1,认读,椭
HSK7-9,1,认读,椰
HSK7-9,1,认读,楷
HSK7-9,1,认读,榨
HSK7-9,1,认读,槐
HSK7-9,1,认读,槛
HSK7-9,1,认读,槽
HSK7-9,1,认读,橱
HSK7-9,1,认读,檐
HSK7-9,1,认读,歧
HSK7-9,1,认读,歹
HSK7-9,1,认读,歼
HSK7-9,1,认读,殃
HSK7-9,1,认读,殴
HSK7-9,1,认读,殷
HSK7-9,1,认读,殿
HSK7-9,1,认读,毁
HSK7-9,1,认读,毅
HSK7-9,1,认读,毙
HSK7-9,1,认读,毯
HSK7-9,1,认读,氓
HSK7-9,1,认读,汛
HSK7-9,1,认读,汪
HSK7-9,1,认读,汲
HSK7-9,1,认读,汹
HSK7-9,1,认读,沏
HSK7-9,1,认读,沐
HSK7-9,1,认读,沛
HSK7-9,1,认读,沧
HSK7-9,1,认读,沫
HSK7-9,1,认读,沮
HSK7-9,1,认读,沸
HSK7-9,1,认读,沼
HSK7-9,1,认读,沾
HSK7-9,1,认读,泄
HSK7-9,1,认读,泊
HSK7-9,1,认读,泌
HSK7-9,1,认读,泞
HSK7-9,1,认读,波
HSK7-9,1,认读,泣
HSK7-9,1,认读,泰
HSK7-9,1,认读,泻
HSK7-9,1,认读,泽
HSK7-9,1,认读,津
HSK7-9,1,认读,洽
HSK7-9,1,认读,浊
HSK7-9,1,认读,浑
HSK7-9,1,认读,浩
HSK7-9,1,认读,浸
HSK7-9,1,认读,涂
HSK7-9,1,认读,涕
HSK7-9,1,认读,涛
HSK7-9,1,认读,涝
HSK7-9,1,认读,涡
HSK7-9,1,认读,涤
HSK7-9,1,认读,涩
HSK7-9,1,认读,涮
HSK7-9,1,认读,涯
HSK7-9,1,认读,淀
HSK7-9,1,认读,淆
HSK7-9,1,认读,淌
HSK7-9,1,认读,淤
HSK7-9,1,认读,淳
HSK7-9,1,认读,渊
HSK7-9,1,认读,渔
HSK7-9,1,认读,渗
HSK7-9,1,认读,渣
HSK7-9,1,认读,渺
HSK7-9,1,认读,湃
HSK7-9,1,认读,湛
HSK7-9,1,认读,湾
HSK7-9,1,认读,溃
HSK7-9,1,认读,溅
HSK7-9,1,认读,溉
HSK7-9,1,认读,溜
HSK7-9,1,认读,溢
HSK7-9,1,认读,溪
HSK7-9,1,认读,溯
HSK7-9,1,认读,溶
HSK7-9,1,认读,溺
HSK7-9,1,认读,滋
HSK7-9,1,认读,滔
HSK7-9,1,认读,滞
HSK7-9,1,认读,滤
HSK7-9,1,认读,滥
HSK7-9,1,认读,滨
HSK7-9,1,认读,滩
HSK7-9,1,认读,漆
HSK7-9,1,认读,漾
HSK7-9,1,认读,潇
HSK7-9,1,认读,潦
HSK7-9,1,认读,潭
HSK7-9,1,认读,澄
HSK7-9,1,认读,澈
HSK7-9,1,认读,澎
HSK7-9,1,认读,澜
HSK7-9,1,认读,濒
HSK7-9,1,认读,瀑
HSK7-9,1,认读,瀚
HSK7-9,1,认读,灌
HSK7-9,1,认读,灶
HSK7-9,1,认读,灸
HSK7-9,1,认读,灼
HSK7-9,1,认读,灿
HSK7-9,1,认读,炉
HSK7-9,1,认读,炊
HSK7-9,1,认读,炖
HSK7-9,1,认读,炫
HSK7-9,1,认读,炬
HSK7-9,1,认读,炭
HSK7-9,1,认读,炮
HSK7-9,1,认读,烁
HSK7-9,1,认读,烘
HSK7-9,1,认读,烛
HSK7-9,1,认读,烹
HSK7-9,1,认读,焕
HSK7-9,1,认读,焙
HSK7-9,1,认读,焚
HSK7-9,1,认读,焰
HSK7-9,1,认读,煌
HSK7-9,1,认读,煎
HSK7-9,1,认读,煲
HSK7-9,1,认读,煽
HSK7-9,1,认读,熄
HSK7-9,1,认读,熏
HSK7-9,1,认读,熙
HSK7-9,1,认读,熨
HSK7-9,1,认读,燕
HSK7-9,1,认读,爪
HSK7-9,1,认读,爹
HSK7-9,1,认读,爽
HSK7-9,1,认读,牡
HSK7-9,1,认读,牧
HSK7-9,1,认读,牲
HSK7-9,1,认读,牺
HSK7-9,1,认读,犀
HSK7-9,1,认读,犬
HSK7-9,1,认读,狈
HSK7-9,1,认读,狐
HSK7-9,1,认读,狡
HSK7-9,1,认读,狭
HSK7-9,1,认读,狱
HSK7-9,1,认读,狸
HSK7-9,1,认读,猎
HSK7-9,1,认读,猖
HSK7-9,1,认读,猛
HSK7-9,1,认读,猩
HSK7-9,1,认读,猾
HSK7-9,1,认读,玄
HSK7-9,1,认读,琐
HSK7-9,1,认读,琢
HSK7-9,1,认读,瑕
HSK7-9,1,认读,瑞
HSK7-9,1,认读,璀
HSK7-9,1,认读,璨
HSK7-9,1,认读,瓣
HSK7-9,1,认读,瓦
HSK7-9,1,认读,甘
HSK7-9,1,认读,甩
HSK7-9,1,认读,甸
HSK7-9,1,认读,畏
HSK7-9,1,认读,畔
HSK7-9,1,认读,畜
HSK7-9,1,认读,畴
HSK7-9,1,认读,畸
HSK7-9,1,认读,疆
HSK7-9,1,认读,疏
HSK7-9,1,认读,疙
HSK7-9,1,认读,疤
HSK7-9,1,认读,疵
HSK7-9,1,认读,痪
HSK7-9,1,认读,痰
HSK7-9,1,认读,痴
HSK7-9,1,认读,痹
HSK7-9,1,认读,瘟
HSK7-9,1,认读,瘤
HSK7-9,1,认读,瘩
HSK7-9,1,认读,瘫
HSK7-9,1,认读,瘸
HSK7-9,1,认读,瘾
HSK7-9,1,认读,癌
HSK7-9,1,认读,皂
HSK7-9,1,认读,皆
HSK7-9,1,认读,皱
HSK7-9,1,认读,盈
HSK7-9,1,认读,盏
HSK7-9,1,认读,盗
HSK7-9,1,认读,盟
HSK7-9,1,认读,盯
HSK7-9,1,认读,盹
HSK7-9,1,认读,眨
HSK7-9,1,认读,眯
HSK7-9,1,认读,眶
HSK7-9,1,认读,眺
HSK7-9,1,认读,睐
HSK7-9,1,认读,睦
HSK7-9,1,认读,睬
HSK7-9,1,认读,睹
HSK7-9,1,认读,瞄
HSK7-9,1,认读,瞅
HSK7-9,1,认读,瞎
HSK7-9,1,认读,瞒
HSK7-9,1,认读,瞩
HSK7-9,1,认读,瞪
HSK7-9,1,认读,瞻
HSK7-9,1,认读,矗
HSK7-9,1,认读,矢
HSK7-9,1,认读,矣
HSK7-9,1,认读,矫
HSK7-9,1,认读,砌
HSK7-9,1,认读,砸
HSK7-9,1,认读,碑
HSK7-9,1,认读,碟
HSK7-9,1,认读,碧
HSK7-9,1,认读,磁
HSK7-9,1,认读,磅
HSK7-9,1,认读,磊
HSK7-9,1,认读,磋
HSK7-9,1,认读,磕
HSK7-9,1,认读,磨
HSK7-9,1,认读,礁
HSK7-9,1,认读,祀
HSK7-9,1,认读,祈
HSK7-9,1,认读,祭
HSK7-9,1,认读,祷
HSK7-9,1,认读,禅
HSK7-9,1,认读,禽
HSK7-9,1,认读,禾
HSK7-9,1,认读,秃
HSK7-9,1,认读,秉
HSK7-9,1,认读,秤
HSK7-9,1,认读,秧
HSK7-9,1,认读,秽
HSK7-9,1,认读,稀
HSK7-9,1,认读,稚
HSK7-9,1,认读,稠
HSK7-9,1,认读,稽
HSK7-9,1,认读,穴
HSK7-9,1,认读,窃
HSK7-9,1,认读,窍
HSK7-9,1,认读,窑
HSK7-9,1,认读,窒
HSK7-9,1,认读,窘
HSK7-9,1,认读,窜
HSK7-9,1,认读,窝
HSK7-9,1,认读,窟
HSK7-9,1,认读,窥
HSK7-9,1,认读,窿
HSK7-9,1,认读,竣
HSK7-9,1,认读,竭
HSK7-9,1,认读,竿
HSK7-9,1,认读,笛
HSK7-9,1,认读,筋
HSK7-9,1,认读,筐
HSK7-9,1,认读,筝
HSK7-9,1,认读,篷
HSK7-9,1,认读,簇
HSK7-9,1,认读,簸
HSK7-9,1,认读,籽
HSK7-9,1,认读,粕
HSK7-9,1,认读,粪
HSK7-9,1,认读,粹
HSK7-9,1,认读,糙
HSK7-9,1,认读,紊
HSK7-9,1,认读,絮
HSK7-9,1,认读,纤
HSK7-9,1,认读,纬
HSK7-9,1,认读,纱
