level_code,source_level_name,entry_type_name,sort_order,word,pinyin,part_of_speech
HSK3,一级（三级）,大纲词汇,33,点1,diǎn,量、（名）
HSK3,一级（三级）,大纲词汇,55,分,fēn,量、（动、名）
HSK3,一级（三级）,大纲词汇,81,回,huí,动、（量）
HSK3,一级（三级）,大纲词汇,86,家,jiā,名、量、（后缀）
HSK3,一级（三级）,大纲词汇,266,有些,yǒuxiē,代、（副）
HSK3,二级（三级）（五级）,大纲词汇,445,头,tóu,名、（量）、（形）
HSK3,二级（三级）,大纲词汇,471,一会儿,yíhuìr,数量、（副）
HSK3,三级,大纲词汇,501,阿姨,āyí,名
HSK3,三级,大纲词汇,502,矮,ǎi,形
HSK3,三级,大纲词汇,503,爱人,àiren,名
HSK3,三级,大纲词汇,504,安静,ānjìng,形
HSK3,三级,大纲词汇,505,安全,ānquán,形
HSK3,三级,大纲词汇,506,把,bǎ,量、介
HSK3,三级,大纲词汇,507,搬,bān,动
HSK3,三级,大纲词汇,508,班级,bānjí,名
HSK3,三级,大纲词汇,509,搬家,bānjiā,动
HSK3,三级,大纲词汇,510,办,bàn,动
HSK3,三级,大纲词汇,511,办法,bànfǎ,名
HSK3,三级,大纲词汇,512,办公室,bàngōngshì,名
HSK3,三级,大纲词汇,513,半天,bàntiān,数量
HSK3,三级,大纲词汇,514,帮助,bāngzhù,动
HSK3,三级,大纲词汇,515,饱,bǎo,形
HSK3,三级,大纲词汇,516,报纸,bàozhǐ,名
HSK3,三级,大纲词汇,517,北,běi,名
HSK3,三级,大纲词汇,518,北方,běifāng,名
HSK3,三级,大纲词汇,519,被,bèi,介
HSK3,三级,大纲词汇,520,笔记,bǐjì,名
HSK3,三级,大纲词汇,521,比较,bǐjiào,动、介、副
HSK3,三级,大纲词汇,522,笔记本,bǐjìběn,名
HSK3,三级,大纲词汇,523,比如,bǐrú,动
HSK3,三级,大纲词汇,524,比赛,bǐsài,动、名
HSK3,三级,大纲词汇,525,必须,bìxū,副
HSK3,三级,大纲词汇,526,变,biàn,动
HSK3,三级,大纲词汇,527,遍,biàn,量
HSK3,三级,大纲词汇,528,变成,biànchéng,动
HSK3,三级,大纲词汇,529,变化,biànhuà,动、名
HSK3,三级,大纲词汇,530,表演,biǎoyǎn,动
HSK3,三级,大纲词汇,531,别的,biéde,代
HSK3,三级,大纲词汇,532,别人,biérén,代
HSK3,三级,大纲词汇,533,宾馆,bīnguǎn,名
HSK3,三级（五级）,大纲词汇,534,冰,bīng,名、（动）
HSK3,三级,大纲词汇,535,冰激凌,bīngjīlíng,名
HSK3,三级,大纲词汇,536,冰箱,bīngxiāng,名
HSK3,三级,大纲词汇,537,病人,bìngrén,名
