level_code,grammar_type,category_type,grammar_detail,content,cases
HSK3,词类,代词,疑问代词,疑问代词的非疑问用法：任指用法：①疑问代词+都……    ②疑问代词+疑问代词,"这次旅行谁都可以参加。
我最近感冒了，哪儿都没去。
谁感兴趣谁就去参加。
你想吃什么就点什么吧。"
HSK3,词类,副词,关联副词,一边,"孩子们高兴地一边唱歌一边跳舞。
我想找一个工作，一边工作一边学习。"
HSK3,词类,副词,否定副词,不必、不用,"你可以用手机买票，不必去车站，非常方便。
不用担心，我们帮你一起准备。"
HSK3,词类,副词,情态副词,大概、必须、差不多、一定、好像、几乎,"他大概已经回家了。
你们学校大概有多少留学生？
我必须做完才能下班。
老师要求我们必须每天复习。
我学习中文差不多三年了。
我跟哥哥差不多高。
放心，我一定不会迟到。
我明天不一定有时间。
她好像没有明白我的意思。
我好像在哪里见过她。
他几乎每天都去图书馆学习。
他太忙了，几乎没有时间休息。"
HSK3,词类,副词,时间副词,才1、马上、先、一会儿、刚、刚刚、一直,"他才到家，还没有吃饭呢。
我才搬来北京，还不太习惯这里的生活
请等一下，我马上来。
接了电话，她马上就跑出去了。
你先走吧，我还有工作要做。
我想先洗个澡，然后再写作业。
最近天气变化很快，一会儿阴，一会儿晴。
他刚开始学汉语，说得还不太好。
报纸是早上刚送来的。
刚刚还是晴天，怎么突然下雨了？
他不在，刚刚出去。
我一直都住在北京。
别出去了，外面一直在下雨。"
HSK3,词类,副词,程度副词,比较、还3、更、特别、挺、有些、越、极,"这本书的内容比较简单，我读得很快。
外面太热了，屋子里还凉快一些。
搬家以后，我们的生活更方便了。
我弟弟特别喜欢看足球比赛。
多穿点儿衣服，外面挺冷的。
孩子这么晚还没回来，妈妈心里有些着急。
冬天快要到了，天气越来越冷了。
我对中国历史极有兴趣。
他工作特别忙，周末极少休息。"
HSK3,词类,副词,范围副词,就3、一块儿、一共、只、到处、只是,"我就要两斤苹果，不要别的。
办公室里就张老师一个人。
你跟我一块儿去图书馆，好吗？
我们经常一块儿踢足球。
你们班一共有多少留学生？
这些水果一共多少钱？
我只有一个哥哥，没有弟弟妹妹。
她只说了自己的名字，没说别的。
公园里到处都是锻炼身体的老人。
她只是笑了笑，一句话也没说。"
HSK3,词类,副词,语气副词,当然、其实、终于、才2、才3、就4,"我当然愿意帮助你。
当然没问题，欢迎你参加。
这个问题其实不难。
我以为他回国了，其实他一直在中国。
经过一年多的努力，工作终于完成了。
考试终于都结束了，我太开心了。
课文有点儿难，我读了三遍才2明白。
这些旧书才3卖了二十多块钱。
她今天六点半就起床了。
这个句子不难，我听一遍就懂了。"
HSK3,词类,副词,频率副词,总、总是、又、常常,"一到冬天，孩子就总生病。
上学的时候，我总是让爸爸开车送我。
那个电影太有意思了，我昨天又看了一遍。
下课以后，我常常去体育馆打篮球。"
HSK3,词类,动词,离合词,动宾式离合词：放假、见面、结婚、洗澡,"我放了假就准备去旅游。
我们已经很长时间没见过面了。
结了婚以后，你还打算工作吗？
你先去洗个澡，休息一会儿。"
HSK3,词类,动词,离合词,动补式离合词：打开、看见、离开、完成、分开,"我打不开这瓶水，你能帮帮我吗？
黑板上的字你看得见吗？
他已经离不开这个地方了。
今天的作业我可能完不成了。
我的中文越来越好，跟老师的帮助是分不开的。"
HSK3,词类,动词,能愿动词,需要、该、应该、愿意、得,"从这儿过去，大概需要多长时间？
医生说我感冒了，需要吃药。
已经十一点了，你该睡觉了。
你学了一天了，该休息休息了。
我们应该多练习说中文。
我要去动物园，应该怎么坐车呢？
你愿意帮我学习汉语吗？
我很愿意参加这次汉语比赛。
要上课了，咱们得快点儿走。
我明天有考试，今天得认真复习。"
HSK3,词类,助词,其他助词,的话,"你喜欢的话，就送给你吧。
如果明天下雨的话，我们就不去爬山了。"
HSK3,词类,名词,方位名词,东、南、西、北、北方、东方、南方、西方、中间,"我听说北方的冬天很冷。
中国的北方和南方我都去过。
你们两个人中间的那个人是谁？
东方人和西方人的生活习惯不太一样。"
HSK3,词类,连词,连接分句或句子,只有、只要、不但、而且、如果、可1、可是、然后,"只有大家一起想办法，才能解决这个问题。
只要你想学，就一定能学好。
我不但学习了中文，而且认识了很多新朋友。
如果你有时间，我想请你参加我的生日晚会。
她特别想来中国看看，可一直没有合适的机会。
我很早就到了机场，可是没想到飞机晚点了。
你先去那边买票，然后过来找我。"
HSK3,词类,连词,连接词或者短语,或、或者,"我喝茶或/或者咖啡都可以。
我们可以打车或/或者坐地铁去。"
HSK3,词类,量词,动量词,口、回、遍、声,"他喝了一口茶，然后开始工作。
我已经说过好几回了，但他还是不记得。
对不起，我没听懂，请再说一遍。
她跟我说了一声“谢谢”就走了。"
HSK3,词类,量词,名量词,专用名量词：把、双、张、种、层、封、页、辆、节、所、班、段、头、句公斤、斤、角、毛、刻、米,"下雨了，记得带一把伞。
我在网上买了两双鞋。
桌子上放着几张照片。
这里有多少种水果？
我们的教室在四层。
我想给我的爸爸妈妈写一封信。
请大家打开书，第五页。
那辆黑色的自行车是我的。
我每周都有一节中文课。
这个城市一共有三所大学。
咱们坐下一班地铁走吧。
请大家用这些词写一段话。
爷爷家里养了十几头牛。
这句话是什么意思？
苹果多少钱一斤/公斤？
这些一共八块五角（毛）钱。
现在八点一刻。
我哥哥身高一米八五。"
HSK3,词类,量词,名量词,借用名量词：碗、盘,"我要一碗面条和一碗米饭。
中午我在食堂吃了一盘饺子。"
HSK3,词类,量词,量词重叠,个个、张张,"这些苹果个个都很大。
他画的画，张张都很漂亮。"
HSK3,语素,前缀,,老—,这家饭店的经理老李是我的朋友。
HSK3,语素,后缀,,—家、—子、—员,"你听说过这个画家吗？
屋子有点儿小，可是很干净。
她以前是一名羽毛球运动员。"
