level_code,source_level_name,entry_type_name,sort_order,word,pinyin,part_of_speech
HSK6,二级（六级）,大纲词汇,358,花2,huā,名、（形）
HSK6,二级（六级）,大纲词汇,431,时,shí,名、（量）
HSK6,二级（六级）,大纲词汇,440,疼,téng,形、（动）
HSK6,二级（六级）,大纲词汇,492,周,zhōu,名、（量）
HSK6,三级（六级）,大纲词汇,573,大概,dàgài,形、副、（名）
HSK6,三级（六级）,大纲词汇,630,封,fēng,量、（动）
HSK6,三级（六级）,大纲词汇,685,或,huò,连、（副）
HSK6,三级（六级）,大纲词汇,775,难,nán,形、（动）
HSK6,四级（六级）,大纲词汇,1139,倒,dào,动、（副）
HSK6,四级（六级）,大纲词汇,1480,另,lìng,代、（副）
HSK6,四级（六级）,大纲词汇,1754,土,tǔ,名、（形）
HSK6,四级（六级）,大纲词汇,1999,作用,zuòyòng,名、（动）
HSK6,五级（六级）,大纲词汇,2497,化,huà,后缀、（动）
HSK6,五级（六级）,大纲词汇,2677,宽,kuān,形、名、（动）
HSK6,五级（六级）,大纲词汇,2852,齐,qí,形、（动、副）
HSK6,六级,大纲词汇,3601,岸,àn,名
HSK6,六级,大纲词汇,3602,案例,ànlì,名
HSK6,六级,大纲词汇,3603,按摩,ànmó,动
HSK6,六级,大纲词汇,3604,暗示,ànshì,动
HSK6,六级,大纲词汇,3605,昂贵,ángguì,形
HSK6,六级,大纲词汇,3606,白白,báibái,副
HSK6,六级,大纲词汇,3607,白领,báilǐng,名
HSK6,六级,大纲词汇,3608,摆,bǎi,动
HSK6,六级,大纲词汇,3609,摆放,bǎifàng,动
HSK6,六级,大纲词汇,3610,百分点,bǎifēndiǎn,名
HSK6,六级,大纲词汇,3611,百货,bǎihuò,名
HSK6,六级,大纲词汇,3612,摆脱,bǎituō,动
HSK6,六级,大纲词汇,3613,败,bài,动
HSK6,六级,大纲词汇,3614,拜访,bàifǎng,动
HSK6,六级,大纲词汇,3615,拜年,bàinián,动
HSK6,六级,大纲词汇,3616,版,bǎn,名、量
HSK6,六级,大纲词汇,3617,版本,bǎnběn,名
HSK6,六级,大纲词汇,3618,伴随,bànsuí,动
HSK6,六级,大纲词汇,3619,扮演,bànyǎn,动
HSK6,六级,大纲词汇,3620,榜样,bǎngyàng,名
